year	month	Almaty	Andizhan	Ashbagat	Bairam.ali	Baityk	Chardzhou	Charvak	Dzhizak	Fergana	Kattakurgan	Leninabad	Namangan	Naryn	Osh	Panfilov	Przhevalsk	Rybache	Samarkand	Serahs	Tashkent	Termez
1989	8	5	0	0	0	16	0	2	0	0	0	0	0	17	1	11	33	19.5	0	0	0	0
1989	9	38	0	0	1	55	1	10	0	2	3	5	6	8	3	9	39	2	0	0	5	0
1989	10	81	7	5	0	59	2	51	1.3	4	2	2	6	3	16	7	30	2	0	0	17	1
1989	11	49	55	5	1	40	5	40	61.9	47	42	18	29	13	58	19	19	1	31	10	70	30
1989	12	42	20	55	61	31	30	100	77.7	14	87	9	34	11	22	21	18	0	55	40	86	18
1990	1	47	52	15	14	32	14	97	83	44	52	18	34	10	57	8	5	0	74	46	77	24.3
1990	2	14	30	13	38	25	17	60	43.5	16	45	23	18	9	40	1	18	1	43	27	56	36
1990	3	83	49	23	8	49	6	69	52.7	45	19	18	45	25	56	15	20	0	47	11	34	15
1990	4	108	23	60	53	98	44	107	138.3	42	82	48	23	31	28	19	17	6.8	107	53	80.5	46
1990	5	119	15	8	8	53	10	48	47.4	13	10	8	8	47	29	19	55	14.6	34	0	21	0
1990	6	38	0	0	0	18	0	5	1.3	16	0	0	4	29	10	9	23	7.8	3	0	1	0
1990	7	50	0	1	0	87	1	1	0	14	4	2	4	23	25	31	106	48.8	1	0	3	0
1990	8	22	0	0	0	46	0	0	0	0	0	0	2	33	0	22	71	43	1	0	0	0
1990	9	2	1	0	0	0	0	46	0	1	0	0	1	3	1	1	13	1	0	0	0	0
1990	10	78	28	16	7	44	6	55	59.3	9	31	18	41	20	28	26	37	1	36	3	64	0
1990	11	76	15	16	7	44	18	92	21.1	6	20	10	3	8	13	32	11	0	10	6	23	0
1990	12	20	51	25	43	19	28	259	88.3	28	55	16	34	10	44	10	14	0	54	52	51	16
1991	1	39	26	8	25	32	7	115	80.4	29	68	25	22	11	54	18	20	0	55	46	68	24
1991	2	38	31	17	18	25	8	56	23.7	21	41	11	28	12	44	10	6	5.9	27	40	30	23
1991	3	39	55	78	42	37	20	115	113.3	42	67	44	38	18	72	4	21	2	80	85	65	79
1991	4	14	15	6	22	39	13	195	54	3	49	11	30	23	26	16	19	8.8	61	33	56	45
1991	5	24	19	31	31	69	31	42	102.8	19	73	32	27	50	14	8	96	7.8	69.7	16	65	27
1991	6	43	24	43	0	79	0	15	9.2	33	1	8	10	95	40	19	44	29.3	3	0	18	0
1991	7	40	9	0	0	54	0	16	0	5	0	2	5	46	3	14	23	25.4	0	0	3	0
1991	8	26	5	0	0	13	0	1	0	2	0	0	0	41	7	23	90	31.2	0	0	0	0
1991	9	3	2	2	0	9	1	0	0	6	0	13	7	10	5	0	22	2.9	1	0	4	10
1991	10	25	3	1	0	23	0	48	2.6	0	1	0	10	7	12	1	40	3.9	15	0	4	0
1991	11	17	5	12	3	8	7	25	47.4	19	36	4	2	3	23	6	14	0	28	1	28	9
1991	12	53	67	35	21	28	20	56	164.7	48	106	35	54	11	62	3	16	0	97	22	136	51
1992	1	32	34	54	34	26	21	109	88.3	23	62	58	41	10	33	8	14	0	66	44	56	32
1992	2	47	22	22	12	25	19	41	51.4	13	44	23	17	6	35	12	11	0	44	26	71	9
1992	3	63	21	40	39	44	13	113	63.2	26	69	12	19	20	45	14	30	2	56	31	46	12
1992	4	93	13	32	31	102	32	78	93.5	22	67	28	25	38	26	17	36	2.9	77	60	70	32
1992	5	149	19	70	42	140	23	129	84.3	29	60	42	15	57	97	50	49	13.7	61	5	83	10
1992	6	73	10	19	10	93	5	31	29	32	16	6	5	45	14	11	62	53.7	12	11	29	4
1992	7	31	2	0	0	51	0	19	0	7	0	6	7	49	21	25	54	43.9	0	0	0	0
1992	8	58	14	0	0	51	0	0	0	7	0	10	8	47	27	37	61	27.3	0	0	2	0
1992	9	32	3	0	0	41	1	8	2.6	8	8	5	0	5	7	10	30	7.8	9	0	3	0
1992	10	30	0	15	0	18	2	12	54	1	12	2	11	1	2	2	18	2.9	16	0	21	0
1992	11	23	3	2	10	17	2	33	17.1	3	10	2	8	13	8	3	28	1	9	7	8	6
1992	12	83	36	55	57	75	22	258	80.4	14	84	25	16	20	65	8	36	1	86	52	79	6
1993	1	13	12	13	10	13	16	82	25	14	19	6	6	3	18.3	9	14	0	28	10	23	0
1993	2	49	66	48	46	36	49	102	164.7	32	113	34	64	17	71	26	12	2.9	96	74	89.2	23
1993	3	96	52	25	26	83	23	57	138.3	26	81.5	36	36	33	53	30	35	9.8	108	36	93	29
1993	4	105	21	43	26	55	14	119	173.9	18	56	31	18	9	27	21	27	4.9	94	40	103	29
1993	5	75	110	36	13	122	3	168	73.8	87	32	53	83	12	147	8	73	45.9	89	45	94	29
1993	6	85	12	24	3	70	0	33	15.8	14	9	26	17	69	12	74	84	24.4	15	6	21	0
1993	7	85	1	1	0	76	0	13	2.6	0	0	8	3	26	0	27.5	91	32.2	0	0	3	0
1993	8	31	3	11	0	43	0	10	0	3	2	6	1	32	7	6	54	19.5	9	0	4	0
1993	9	27	1	1	0	25	0	9	0	2	0	0	1	10	2	11	4	15.6	0	0	10	0
1993	10	27	26	1	1	33	0	30	18.4	26	7	10	24	10	31	24	45	3.9	16	0	36	2
1993	11	74	70.6	48	19	46	33	16	137	51.1	61	64	81	56	93.9	32	53	2	77	16	106	21
1993	12	38	53	16	7	25	3	89	81.7	37	25	28	51	13	45	15	20	0	43	10	72	59
1994	1	37	16	30	35	26	33	41	48.8	12	33	19	16	4	18	15	10	0	37	33	51	33
1994	2	39	43	34	13	26	19	284	109.4	24	33	15	41	14	55	11	8	0	69	13	58	10
1994	3	60	22	32	54	4	29.4	177	48.8	22	39	46	11	15	46	12	32	0	55	92	41	44
1994	4	218	15	8	7	105	6	108	113.3	6	34	11	12	37	46	60	55	3.9	65	21	78	3
1994	5	65	20	8	5	76	3	180	11.9	8	37	3	16	54	19	19	38	36.1	18	11	78	11
1994	6	17	5	2	0	43	0	33	1.3	4	0	1	2	29	34	11	58	19.5	1	0	11	0
1994	7	25	0	0	0	24	0	0	0	3	0	0	1	26	0	13	54	8.8	0	0	0	0
1994	8	27	0	0	0	9	0	0	10.5	1	0	1	0	27	0	23	42	18.6	0	0	0	0
1994	9	4	1	0	0	11	0	6	10.5	16	1	2	6	3	11.2	4	53	1	1	0	13	0
1994	10	13	3	33	4	6	0	77	1.3	5	24	48	3	7	0	2	11	1	19	4	3	10
1994	11	100	51	24	4	65	10	236	98.8	31	34	30	37	28	45	57	14	1	54	3	95	8
1994	12	67	52	8	32	36	12	137	119.9	36	79	16	40	13	36	20	9	5.9	55	15	83	22
1995	1	18	19	25	7	15	11	28	51.4	19	32	16	7	9	25	2	10	0	42	19	45	16
1995	2	27	21	20	33	26	27	129	50.1	19	43	18	20	9	37	10	13	0	31	40	38	55
1995	3	53	6	22	24	43	16	107	61.9	5	59	2	1	16	21	15	36	4.9	90	44	33	30
1995	4	1	18	0	6	10	1	150	13.2	18	77	13	31	42	93	0	2	1	45	26	14	38
1995	5	88	8	4.1	0	61	3	81	18.4	9	12	13	11	49	15	7	24	16.6	25	0	16	1
1995	6	8	0	9	3	73	0	52	42.2	2	6	0	0	75	0	4	35	16.6	8	0	11	0
1995	7	79	4	0	0	82	0	0	0	3	0	1	4	69	7	35	74	32.2	0	0	7	0
1995	8	50	0	0	0	15	0	0	0	0	0	0	0	10	1	3	57	15.6	0	0	0	0
1995	9	15	2	11	4	27	4	13	1.3	7	2	4	5	4	8	1	16	12.7	1	19	0	0
1995	10	90	29	8	2	62	0	10	36.9	11	11	9	4	2	7	22	45	12.7	22	2	28	0
1995	11	27	4	13	5	31	0	10.5	0	0	1	3	2	2	2	1	6	0	0	3	8	0
1995	12	32	37	5	7	20	3	131	43.5	10	15	21	15	0	16	9	5	0	33	3	34	9
1996	1	22	16	6	5	11	6	79	43.5	6	16	10.5	10	8	10	17	2	0	35	7	18	6
1996	2	53	48	37	7	26	15	51	76.4	32	54	29.5	44	21	41	18	15	2.9	52	10	109	25
1996	3	49	37	66	19	42	62	54	142.3	23	92	28.8	43	23	40	5	15	6.8	84	36	37	57
1996	4	164	53	26	3	105	5	14	38.2	29	19	22.2	44	17	51	22	50	12.7	38	14	66	29
1996	5	88	39	8	0	53	0	41	4	24	5	9.8	17	46	26	10	39	4.9	12	0	6	0
1996	6	40	1	1	0	49	0	24	1.3	1	1	2	5	89	1	17	61	43	8	0	2	1
1996	7	39	6	1	0	54	0	33	0	2	0	3.1	5	39	3	9	57	53.7	0	0	12	0
1996	8	21	0	0	0	14	0	5	0	0	0	0.2	0	8	0	7	66	53.7	0	0	0	0
1996	9	19.9	9	8	0	17	5	0	39.5	9	15	6.5	4	9.6	13	14	7	3.9	11	0	20	0
1996	10	65	8	8	8	37	4	73	10.5	12	2	6.8	3	14	19	9	43	2.9	3	0	9	14
1996	11	29	10	8	0	25	10	19	10.5	12	23	6.2	11	4	12	7	7	0	10	7	7	7
1996	12	32	1	3	3	6	0	54	1.3	3	7	3.2	1	2	4.4	25	3	0	4	3	6	0
1997	1	50	16.8	19	6	41	11	38	90.9	9	57	20.1	11	7	24	26	28.4	0	57	18	81	7
1997	2	30	17	10	11	22	13	155	48.8	10	22	17.5	9	5	23.8	1	15.2	2	35	5	53	7
1997	3	42	22.5	46	23	26	44	88	56.7	23	86	22	10	7	32.6	11	26.6	7.8	87	13	32	46
1997	4	47	39.1	22	10	54	16	187	89.6	34	54	29.9	27	8	54.5	1	25.8	2.9	71	8	55	35
1997	5	167	30.2	49	14	123	57	58	114.6	13	63	26.1	20	60	46.3	12	90.3	30.3	107	14	58	23
1997	6	33	28.1	2.2	0	77	0	11	32.9	20	1	10.6	26	80	41.3	11	47.2	12.7	8	0	24	0
1997	7	22	7.6	0	0	35	0	18	0	4	0	2.2	7	20	11.4	9	21.7	7.8	0	0	0	0
1997	8	42	5.6	0	0	47	0	0	0	5	0	1.1	1	13	9.5	19	32.3	12.7	0	0	0	0
1997	9	1	1	0	0	0	0	28	0	0	0	1	0	1	1.5	1	3.4	2.9	0	0	0	0
1997	10	9	1.8	19	2	8	0	34	1.3	0	10	3	0	2	2.6	3	4.6	0	3	0	12	6
1997	11	72	9.2	37	8	29	14	30	61.9	3	23	11.3	6	11	13.6	18	28.5	0	34	16	36	9
1997	12	36	18.1	18	18	21	7	21	54	10	37	13.6	22	3	24.2	11	17.1	0	36	16	27.5	21
1998	1	22	32.7	38	26	23	31	128	84.3	15	90	30.6	37	7	43.5	10	18.1	0	58	15	95	42
1998	2	47	64.1	71	45	31	54	52	172.6	44	121	45.9	74	16	86	9	34.4	4.9	119	20	118	27
1998	3	75	34.3	34	18	43	12	46	93.5	14	81	30.7	39	34	46.9	6	36.1	1	76	39	123	42
1998	4	129	45.6	53	13	102	27	89	101.5	44	53	30.3	27	60	66.4	20	64	2	72	68	68	39
1998	5	176	51.1	4	4	110	13	122	119.9	34	30	35	42	72	73.2	56	94.7	5.9	93	0	100	33
1998	6	85	46.4	0	0	153	0	61	21.1	20	35	18.9	59	68	64.7	14	70.9	20.5	20	0	42	0
1998	7	43	10.3	0	0	43	1	0	27.7	7	6	4.6	1	57	18.1	5	51.3	30.3	4	0	17	1
1998	8	25	8.2	1	24	55	3	7	18.4	1	0	2	2	22	15.1	25.2	73.4	61.5	0	0	0	0
1998	9	29	6.6	0	0	36	0	0	2.6	0	0	2.3	7	23	10.3	24	36.1	16.6	4	0	12	0
1998	10	25	7.4	7.9	6	27	2	33	21.1	1	15	7.2	7	9	10.6	7	15.6	2.9	18	6.5	31	1
1998	11	51	42.2	19.3	12	33	9.1	92	51.4	27	16	19.7	55	14	55.7	16	29	0	25	14.6	25	2
1998	12	79	30.3	1	0	30	5	107	22.4	28	27	17.6	23	17	42.2	24	36.9	0	15	0	54	5
1999	1	43	19.3	14	10	24	12	154	51.4	9	36	21	13	6	26.6	7	19.7	0	31	31	83	16
1999	2	35	21.7	3	16.2	16	16	169	101.5	11	52	27.8	12	2	30.2	5	18.2	2	76	9	91	30
1999	3	98	44.2	11	5	35	2	150	110.7	40	51	31.1	32	23	61.8	20.7	44	0	84	33	64	24.5
1999	4	95	41.7	6	22	55	38	110	69.8	38	59	26.9	31	33	59.2	4	46.7	8.8	75	7	45	27
1999	5	84	29.4	1	6	73	1	160	34.3	18	11	18.1	18	68	43.6	14	62.6	18.6	20	3	54	5
1999	6	73	23.6	1	0	129	3	67	2.6	3	1	10.5	21	95	36.7	35	88.4	35.2	0	0	52	0
1999	7	101	22.6	9	0	146	0	23	10.5	9	14	7.1	12	71	37.6	11	109.9	72.3	17	3	12	4
1999	8	18	5.9	1	0	47	1	9	0	0	0	1.2	1	29	11.2	11	50	41	0	0	5	0
1999	9	43	5.5	1	2	79	5	0	7.9	1	16	3.2	2	5	9.4	19	36.1	16.6	6	0	11	3
1999	10	18	13.7	7	1	47	3	37	26.4	18	2	7.1	3	9	20.6	0	15.8	5.9	7	0	11	2
1999	11	71	48.1	98	17	61	18	64	121.2	32	62	33.5	54	9	64.8	2	30.8	0	75	12	85	46
1999	12	39	11.3	11	3	43	0	93	11.9	8	11	7.6	5	20	16.7	3	18.8	0	8	1	14	1
2000	1	50	23.1	21	28	25	23	105	55.3	10	43.4	20.2	23	6	31.5	13.3	29.6	7.8	45.1	26	69	23
2000	2	55	22.5	14	19	37	23	132	40.8	16.4	31.6	17.3	16	4	31.5	14	31	7.8	19	14	25	54
2000	3	31	18.1	20	5	17	8	112	23.7	13.4	26.1	15.3	12	6	25.1	9.8	21.9	6.8	31	7	45	23
2000	4	36	26	9	2	31	2	125	47.4	18.1	26.7	17.6	18	79	38.2	16	39.5	2.9	35	0	40	2
2000	5	59	15.1	3	0	71	0	85	2.6	9	3.5	7	2	57	26.9	26.8	73.6	39.1	3	0	7	0
2000	6	59	10.2	18	3	28	0	46	9.2	1	5.2	5	0	65	19.1	31.6	91.3	61.5	5	0	19	0
2000	7	2	10	5	0	49	0	106	1.3	0	6.3	5.9	6	44	15.9	14.1	38.9	23.4	10	0	2	0
2000	8	34	4.5	4	0	29	0	3	1.3	2	0.6	1.4	3	17	7.2	8.3	21.8	6.8	0	0	2	0
2000	9	71	7.4	18	0	37	1	28	5.3	4.7	4	4	3	17	11.9	12.3	30.2	3.9	3	0	12	3
2000	10	145	49.6	20	3	85	4	20	63.2	33.8	33.8	22.7	55	66	68	31.1	74.4	6.8	40	5	65	9
2000	11	27	36.4	24	18	48	9	206	61.9	26.2	32.6	23.8	33	20	48.4	12.5	25.9	2.9	29	4	42	11
2000	12	33	13.7	23	21	16	26	30	79.1	5	47.9	16.1	13	5	18.9	7.7	15.4	0	62	11	56	7
