year	month	Almaty	Andizhan	Ashbagat	Bairam.ali	Baityk	Chardzhou	Charvak	Dzhizak	Fergana	Kattakurgan	Leninabad	Namangan	Naryn	Osh	Panfilov	Przhevalsk	Rybache	Samarkand	Serahs	Tashkent	Termez
1942	12	11	5	6	8	11	6	143	34.3	2	14	1	4	1	5	1	10	0	25	3	22	3
1943	1	13	12	10	30	11	19	102	64.6	6	34	2	19	4	22	7	3	0	32	47	52	5
1943	2	51	28	24	17	36	3	48	72.5	18	70	10	16	10	58	27	5	0	55	22	65	14
1943	3	63	102.8	131	106	61	57.1	237	179.2	82	124	67	110	70	134	8	56	1	130.2	89	119	35
1943	4	70	9	20	18	66	26	115	72.5	10	75	30	14	39	17	11	27	1	55	60	48	17
1943	5	24	27	27	9	25	24	132	23.7	32	29	10	34	17	66	0	14	2	30	64	35	18
1943	6	52	6	6	0	54	0	23	1.3	0	0	0	1	31	19	18	69	16	5	0	7	0
1943	7	3	0	0	0	8	0	0	0	0	0	0	0	0	0	1	19	11	0	0	0	0
1943	8	41	0	0	0	14	0	1	0	1	1	0	0	35	4	31	75	30	0	0	4	0
1943	9	22	1	0	0	11	0	0	0	0	1	0	0	6	3	5	14	0	0	0	1	0
1943	10	31	30	33	14	25	0	35	63.2	26	37	15	16	11	54	3	25	0	29	10	53	8
1943	11	61	20	8	12	29	2	140	40.8	17	32	14	13	12	60	5	28	0	29	10	39	21
1943	12	92	27	14	3	28	2	22	83	33	47	18	17	11	66	30	13	0	53	15	65	25
1944	1	11	9	9	7	10	8	90	25	3	53	12	5	6	22	5	9	1	39	29	35	36
1944	2	19	8	20	22	15	10	131	31.6	6	59	7	7	7	15	6	3	1	67	14	39	14
1944	3	39	4	1	16	31	2	172	32.9	6	13	3	7	7	11	1	15	0	36	44	7	19
1944	4	87	15	42	22.7	116	26	92	36.9	32	48	31	17	59	73	10	56	11	54	21	76	2
1944	5	31	14	2	0	48	0	63	0	3	2	0	7	56	31	16	51	6	1	0	2	0
1944	6	11	6	1	0	75	0	9	0	0	0	0	4	117	8	6	67	60	0	0	1	0
1944	7	6	1	0	0	4	0	0	0	0	0	0	2	7	0	4	45	9	0	0	0	0
1944	8	5	0	0	0	11	0	14	0	0	0	0	0	12	0	1	23	12	0	0	1	0
1944	9	38	0	1	0	27	0	1	0	0	0	0	0	3	5	12	28	11	0	0	0	0
1944	10	51	29	5	3	53	1	108	36.9	38	18	46	24	56	91	10	32	12	24	0	28	1
1944	11	43	26	21	5	59	5	62	9.2	15	8	14	10	38	60	5	28	7	6	3	37	1
1944	12	9	28	10	24	4	1	210	21.1	19	10	1	4	7	33	3	4	0	13	4	18	9
1945	1	33	16	13	41	10	25	46	34.3	6	84	7	12	4	17	14	1	0	25	21	51	17
1945	2	33	66	12	19	21	7	42	54	54	65	28	32	19	89	16	6	0	51	25	74	41
1945	3	75	89	37	48	45	27	31	166	71	132	48	35	42	121	17	54	9	127	71	107	38
1945	4	56	16	21	25	48	10	119	22.4	5	55	14	6	13	30	5	10	4	60	43	32	29
1945	5	104	29	33	27	68	7	12	48.8	13	35	19	13	40	65	6	67	15	62	23	31	12
1945	6	79	20	11	0	111	0	3	34.3	25	8	35	15	63	37	35	101	56	11	0	22	2
1945	7	14	4	1	0	68	0	0	0	0	0	0	2	21	6	2	28	14	0	0	0	0
1945	8	2	2	0	0	28	0	2	0	2	0	8	4	27	2	19	67	53	0	0	0	0
1945	9	28	3	0	0	29	0	3	0	6	2	0	0	16	11	44	60	9	0	0	0	0
1945	10	43	10	5	0	21	1	76	7.9	2	2	18	9	1	14	19	24	30	0	0	15	0
1945	11	75	76	22	23	39	26	90	69.8	41	33	19	46	12	68	28	20	1	28	39	75	43
1945	12	33	10	21	26	21	19	28	61.9	5	68	8	9	9	15	12	19	1	24	28	64	28
1946	1	11	27	18	34	7	25	89	40.8	19	34	5	21	9	34	10	5	0	17	39	29	12
1946	2	55	26	25	25	31	37	114	68.5	12	55	18	14	14	46	6	10	4	35	26	64	32
1946	3	44	32	32	27	52	20	176	29	23	58	5	19	21	79	2	8	4	42	45	57	32
1946	4	126	14	10.3	5	90	0	94	44.8	16	7	9	10	21	54	11	59	4	36	10	47	2
1946	5	127	5	9	0	75	3	36	2.6	6	2	1	4	70	21	34	79	33	5	2	6	0
1946	6	79	12	37	0	71	0	29	4	1	0	11	1	67	41	35	46	34	2	0	2	0
1946	7	34	1	2	0	43	0	0	0	2	0	2	1	87	5	21	48	63	0	0	1	0
1946	8	63	9	0	0	54	0	3	2.6	5	0	0	2	17	38	14	56	13	0	0	1	0
1946	9	24	0	1	0	7	0	0	0	0	0	0	0	0	2	0	5	0	0	0	10	0
1946	10	64	12	28	0	54	1	34	52.7	2	14	18	2	5	2	7	26	0	15	0	28	0
1946	11	73	18	0	0	30	2	156	2.6	9	1	4	3	5	34	15	28	0	1	0	12	0
1946	12	13	53	10	26	12	17	102	97.5	28	54	21	20	10	33	9	20	0	54	18	78	9
1947	1	24	29	36	30	31	24	61	110.7	14	90	1	6	14	34	17	11	0	87	38	101	35
1947	2	12	18	30	8	10	4	71	58	15	36	8	17	3	20	6	0	1	30	25	40	43
1947	3	58	7	16	7	30	15	106	35.6	3	36	7	2	15	22	3	27	0	33	17	31	17
1947	4	92	34	12	9	93	8	100	106.7	12	69	43	10	21	47	7	43	2	60	11	53	13
1947	5	197	22	61	6	99	5	11	55.3	20	37	41	32	41	38	37	61	55	26	19	51	0
1947	6	111	24	0	0	134	0	16	11.9	16	10	11	14	44	41	18	56	35	5	0	13	0
1947	7	89	1	0	0	61	0	6	1.3	1	0	5	3	18	0	4	33	10	1	0	5	0
1947	8	11	1	0	0	9	0	2	0	1	0	0	0	5	1	22	44	18	0	0	0	0
1947	9	63	0	0	0	44	0	25	1.3	0	8	1	6	15	0	32	67	14	4	0	20	0
1947	10	44	15	1	0	40	0	49	23.7	19	8	20	17	41	42	0	72	11	23	0	22	0
1947	11	61	14	6	0	38	3	47	44.8	37	14	19	41	24	69	16	45	2	9	2	40	6
1947	12	63	7	2	0	57	1	88	25	0	20	9	5	18	14	13	21	1	17	2	35	0
1948	1	19	14	7	13	18	10	131	58	17	32	9	10	3	20	3	2	0	28	11	44	8
1948	2	34	21	3	2	25	17	35	61.9	10	38	19	6	7	22	7	5	0	37	1	63	2
1948	3	78	67	38	25	54	37	55	67.2	40	60	24	41	15	61	11	5	1	35	25	70	23.4
1948	4	139	55	37	63	95	37	73	109.4	51	78	32	32	35	79	11	17	4	74	82	98	38
1948	5	97	23	25	0	56	2	119	36.9	13	7	9	5	70	41	5	61	19	11	2	13	6.2
1948	6	44	1	13	0	62	0	41	1.3	11	1	6	4	57	2	5	6	9	0	0	5	1.7
1948	7	23	1	0	0	5	0	10	0	0	0	0	1	18	1	4	21	6	0	0	0	0
1948	8	3	0	0	0	8	0	0	0	0	0	0	0	11	0	1	23	7	0	0	0	0
1948	9	34	4	0	0	48	0	36	9.2	1	0	5	0	1	11	6	24	1	3	0	14	0
1948	10	44	19	4.3	0	41	0	81	9.2	13	0	9	13	6	30	2	10	7	7	0	10	35
1948	11	19	6	3.5	2	13	1	109	0	4	2	0	0	17	16	2	5	1	0	3	5	4
1948	12	53	44	28.5	13	45	2	85	89.6	21	38	34	29	14	59	13	16	1	42	31	67	38
1949	1	22	30	18.4	11	11	2	59	58	23	25	18	18	4	34	2	14	0	39	11	41	51
1949	2	31	38	30.7	20	27	40	62	52.7	31	39	19	26	7	33	8	7	2	37	14	53	19
1949	3	107	83	71.5	59	57	32	163	123.9	46	91	62	34	29	98	4	33	1	84	64	107	19
1949	4	152	40	77	65	110	67	201	151.5	14	138	44	34	27	51	31	19	2	108	42	138	13
1949	5	101	39	15.4	7	105	8	29	60.6	50	17	58	28	56	65	18	77	17	48	9	60	0
1949	6	91	35	3.8	0	14	0	13	55.3	28	21	25	15	92	64	38	47	47	10	0	15	1
1949	7	39	4	0.1	0	29	0	0	0	9	0	2	0	19	29	45	60	17	0	0	0	0
1949	8	21	5	1.7	0	48	0	0	5.3	2	9	3	5	70	25	8	59	26	25	0	14	0
1949	9	35	2	0.6	0	62	0	16	0	0	10	0	0	38	9	6	113	23	0	0	1	0
1949	10	29	7	3.2	2	18	0	27	27.7	4	10	7	4	2	12	7	4	0	19	0	20	0
1949	11	13	14	7	2	13	1	15	35.6	6	6	13	2	9	22	6	26	0	32	6	28	6
1949	12	2	3	22	20	7	2	213	7.9	4	16	11	1	11	14	3	6	0	12	21	38	24
1950	1	32	59	52.2	41	35	22	67	65.9	22	81	25	35	19	36	13	3	0	63	52	79	15
1950	2	17	21	42.2	51	12	7	96	11.9	2	31	1	4	13	25	11	2	0	9	47	21	2
1950	3	92	21	21.3	5	58	10	164	32.9	24	30	12	7	34	53	6	23	2	38	26	35	14
1950	4	56	26	23.2	26	93	13	175	31.6	15	31	8	13	27	47	1	7	1	55	7	15	22
1950	5	61	16	19.2	26	98	2	172	5.3	17	10	28	6	57	28	13	48	20	18	10	35	11
1950	6	52	9	0.4	0	124	0	33	1.3	11	0	0	4	38	14	9	67	57	1	0	4	0
1950	7	34	6	0.1	0	52	0	0	0	3	1	1	10	55	2	19	64	48	0	0	2	0
1950	8	41	6	0.4	0	42	0	40	0	3	1	0	0	35	21	25	65	10	0	0	0	0
1950	9	20	0	0.4	0	9	0	6	0	0	7	0	0	16	0	25	44	9	0	0	0	0
1950	10	29	48	3.1	1	52	0	27	18.4	29	7	21	11	2	31	9	41	4	7	0	22	5.9
1950	11	45	22	11.6	10	32	2	56	44.8	18	7	2	16	19	42	15	25	0	30	8	47	8.8
1950	12	14	1	6.6	0	15	8	38	31.6	1	35	3	1	4	4	0	13	0	17	1	45	8
1951	1	32	36	34	48	27	11	124	92.2	34	60	23	36	24	47	12	11	4	57	38	57	11
1951	2	25	70	45	10	10	38	22	48.8	57	52	20	31	23	65	24	14	0	52	15	29	18
1951	3	22	21	15	10	17	27	78	46.1	9	32	5	8	13	24	4	12	3	31	38	30	33
1951	4	39	3	5	2	41	0	27	46.1	2	19	23	8	25	19	2	46	19	30	18	43	20
1951	5	162	38	30	25	104	7	43	56.7	28	32	31	26	52	96	33	75	18	27	36	33	21
1951	6	32	5	0	0	75	0	19	13.2	5	10	2	2	33	11	19	47	18	10	0	8	0
1951	7	26	5	0	0	36	0	5	6.6	10	1	6	8	37	10	12	46	15	0	0	8	0
1951	8	12	0	0	0	27	0	3	0	0	0	0	0	14	0	7	81	23	0	0	0	0
1951	9	49	1	0	0	29	0	1	0	0	0	0	0	9	3	7	24	4	0	0	1	0
1951	10	138	90	54	9	98	1	36	102.8	50	44	37	63	44	144	40	61	17	53	3	66	2
1951	11	73	52	18	6	43	14	127	18.4	43	18	29	36	37	77	19	38	4	16	13	51	0
1951	12	47	26	5	17	24	7	92	21.1	11	59	7	5	13	51	8	1	0	19	17	69	13
1952	1	11	18	24	32	15	20	84	58	7	54	19	12	21	4	1	9	0	47	47	48	7
1952	2	37	42	59	43	28	49	70	75.1	15	77	28	29	21	51	1	17	5	66	92	82	34
1952	3	54	52	72	38	51	53	28	130.4	18	127	29	29	19	68	16	12	1	100	31	97	16
1952	4	143	38	37	4	115	9	33	89.6	24	78	39	34	67	98	33	31	13	81	20	63	29
1952	5	119	29	75	14	51	21	71	65.9	17	71	38	23	36	57	46	39	13	42	24	61	7
1952	6	82	23	1	0	118	0	34	4	16	0	25	5	50	39	27	67	31	0	0	8	0
1952	7	43	16	0	0	82	0	29	4	15	1	13	7	40	29	20	30	61	0	0	7	0
1952	8	25	8	0	0	11	0	0	0	0	0	2	0	31	17	11	37	46	0	0	0	0
1952	9	24	1	1	0	23	0	4	13.2	0	2	1	2	44	6	15	39	14	3	0	4	0
1952	10	51	5	0	0	19	0	155	0	3	0	0	0	5	17	3	10	0	0	0	0	0
1952	11	38	34	21	5	25	2	86	48.8	14	9	12	47	46	71	17	13	0	21	4	44	4
1952	12	35	8	18	18	12	14	114	56.7	6	26	12	20	5	9	2	2	3	34	12	29	21
1953	1	49	19	15	10	35	16	84	51.4	19	37	9	16	11	35	13	13	7	37	41	55	0
1953	2	47	56	9	16	38	6	136	77.7	37	36	9	35	10	44	10	7	0	59	70	72	21
1953	3	104	60	82	57	113	45	163	183.1	36	72	59	49	30	102	23	41	1	132	90	144	22
1953	4	50	38	60	52	72	36	169	40.8	24	39	37	25	43	59	24	68	9	49	31	64	9
1953	5	35	15	13	7	49	30	95	72.5	9	30	9	14	56	31	11	46	26	55	10	28	6
1953	6	103	23	8	0	112	1	43	18.4	14	9	7	37	106	53	38	69	29	20	0	15	10
1953	7	40	0	0	0	27	0	29	0	0	0	0	1	29	0	1	22	7	0	0	1	0
1953	8	29	2	0	0	38	0	1	0	2	0	2	1	38	14	18	47	11	0	0	0	0
1953	9	15	1	0	0	13	0	10	0	0	0	0	0	13	1	2	10	17	0	0	0	0
1953	10	105	59	29	5	108	2	10	52.7	40	30	24	26	6	80	26	58	0	38	9	83	3
1953	11	68	128	33	37	49	18	63	201.6	79	57	63	66	40	158	19	25	0	82	27	94	9
1953	12	29	58	59	83	21	65	76	58	42	86	32	51	20	62	6	18	1	54	71	87	37
1954	1	41	26	14	12	23	15	65	68.5	31	67	30	32	6	35	20	28	2	35	16	54	54
1954	2	21	45	65	72	21	25	93	87	23	81	4	41	6	42	13	16	1	47	55	53	6
1954	3	69	62	30	29	44	24	258	118.6	41	56	26	34	13	68	18	8	0	78	50	99	32
1954	4	72	19	107	29	55	37	84	102.8	14	50	45	18	31	40	27	71	6	89	37	45	7
1954	5	65	10	26	2	90	0	56	7.9	9	0	6	11	95	32	20	82	15	0	3	8	0
1954	6	137	34	5	0	102	0	35	0	26	0	20	22	81	73	36	75	42	1	0	2	0
1954	7	52	30	2	0	118	0	0	5.3	9	0	17	16	79	20	23	31	28	7	0	36	0
1954	8	58	21	0	0	49	0	3	0	2	0	2	1	93	17	17	108	36	13	0	12	0
1954	9	40	1	0	0	29	0	0	0	5	0	0	1	22	18	14	40	7	0	0	0	0
1954	10	0	0	0	0	1	0	188	0	0	1	0	0	56	0	0	18	0	0	0	0	0
1954	11	35	52	12	21	30	4	171	83	30	44	18	3	13	69	14	9	1	51	40	47	13
1954	12	42	12	9	38	18	8	98	15.8	7	13	8	5	7	18	6	18	0	19	30	23	24
1955	1	4	0	10	3	3	0	133	11.9	1	7	0	0	15	2	1	6	4	3	1	12	5
1955	2	38	14	2	8	34	1	108	34.3	7	31	17	3	15	27	30	0	0	79	1	36	16
1955	3	65	76	75	53	80	35	148	214.8	34	104	33	54	42	97	32	16	13	98	97	165	48
1955	4	80	11	29	8	52	4	107	32.9	2	30	19	6	16	54	28	31	4	34	22	53	4
1955	5	115	17	46	9	106	36	16	14.5	4	35	12	13	22	47	14	39	29	17	18	14	25
1955	6	3	10	0	0	56	0	45	30.3	11	3	1	12	38	14	26	44	9.3	19	0	18	0
1955	7	32	16	2	0	63	0	13	1.3	11	0	1	11	52	34	19	64	13.2	0	0	6	0
1955	8	10	0	0	0	27	0	39	0	0	0	0	0	18	0	12	40	5.2	0	0	0	0
1955	9	11	11	1	0	11	0	0	4	0	0	0	0	20	8	8	52	5.3	1	0	0	0
1955	10	0	1	2	0	0	1	0	4	0	4	8	0	6	0	0	1	0	2	0	11	0
1955	11	42	30.4	14	11	22	4	80	47.4	36	5	27	12	18	49	19	34	0	21	12	23	0
1955	12	75	55	40	10	53	17	40	68.5	36	27	35	8	25	68	39	15	0	30	21	53	22
1956	1	19	19	32	46	17	46	16	26.4	9	23	9	11	27	31	8	30	0	14	39	34	9
1956	2	47	65	28	35	23	30	50	117.3	35	88	46	79	26	68	13	7	0	85	36	88	42
1956	3	57	54	50	48	25	30	197	87	29	67	23	27	24	75	10	10	4.9	46	83	75	52
1956	4	123	37	32	37	68	42	73	102.8	24	106	34	37	19	40	11	42	7.8	110	90	57	17
1956	5	101	34	16	1	208	4	50	23.7	21	5	30	9	95	43	46	109	67.4	10	6	4	0
1956	6	85	4	0	0	108	0	20	1.3	2	0	3	6	67	8	17	85	41	0	0	17	0
1956	7	4	0	0	0	0	0	20	0	0	0	0	0	4	0	9	50	14.6	0	0	0	0
1956	8	15	0	0	0	2	0	0	0	1	0	0	0	37	1	16	142	62.5	0	0	0	0
1956	9	18	0	1	0	19	0	0	2.6	0	5	1	6	5	0	6	24	12.7	0	0	5	0
1956	10	35	1	4	0	18	0	17	7.9	0	1	0	0	7	0	11	9	0	13	0	7	5
1956	11	19	3	8	0	15	1	66	11.9	2	10	1	1	8	5	2	14	0	4	0	7	37
1956	12	31	36	19	20	14	15	122	87	18	56	23	35	4	26	18	28	0	52	32	60	13
1957	1	27	62	24	39	16	23	52	43.5	55	48	24	48	11	69	15	25	0	40	46	43	33
1957	2	17	39	34	19	9	15	108	32.9	24	32	23	13	11	38	9	9	2	27	32	31	13
1957	3	92	22	28	14	73	10	107	67.2	9	63	46	14	8	34	12	9	1	53	16	68	34
1957	4	72	14	25	19	49	8	88	17.1	9	28	5	9	12	36	3	34	2.9	24	20	10	28
1957	5	46	3	3	2	23	2	27	14.5	10	9	4	7	54	21	0	46	14.6	25	18	1	17
1957	6	89	18	13	0	22	0	22	22.4	13	20	18	21	84	32	14	58	9.8	27	0	49	0
1957	7	78	8	1	0	154	0	0	0	11	1	0	5	70	14	12	86	47.8	2	0	2	0
1957	8	11	1	0	0	43	0	0	2.6	3	0	0	2	19	0	10	21	4.9	3	0	2	0
1957	9	13	0	0	0	12	0	6	0	0	0	0	0	18	0	12	50	26.4	0	0	2	0
1957	10	75	26	84	15	37	1	21	98.8	17	43	23	26	13	31	7	30	1	50	27	55	9
1957	11	63	24	19	23	49	14	40	97.5	13	38	13	21	12	20	26	19	2	60	30	58	4
1957	12	38	15	19	4	25	11	84	58	10	48	17	8	12	20	6	11	0	61	12	34	22
1958	1	49	34	51	46	15	19	67	65.9	30	58	25	24	1	40	5	14	1	44	61	56	37
1958	2	40	21	2	0	27	1	43	30.3	8	25	17	12	1	18	3	14	1	25	4	24	9
1958	3	120	31	20	15	70	20	127	114.6	13	72	42	17	21	53	32	27	0	86	31	108	29
1958	4	156	81	58	35	119	32.1	25	139.7	76	92	81	69	65	119	7	82	0	102	35	154	40
1958	5	217	30	17	16	108	7	4	26.4	13	31	23	28	27	49	42	75	16.6	41	13	55	16
1958	6	118	16	12	0	104	0	84	26.4	9	0	1	9	79	44	23	49	5.9	1	0	2	0
1958	7	60	2	0	0	97	0	16	2.6	2	0	0	1	49	6	41	103	33.2	0	0	0	0
1958	8	81	7	0	0	96	0	11	11.9	14	0	7	26	32	7	56	67	30.3	4	0	22	0
1958	9	9	0	0	0	15	0	0	0	0	0	2	2	7	0	17	52	1	0	0	0	0
1958	10	24	6	27	1	12	1	85	18.4	13	11	2	3	7	23	2	63	0	11	2	15	0
1958	11	49	16	9	13	34	4	97	29	17	12	11	16	9	25	33	18	2	19	15	49	11
1958	12	57	44	32	17	30	21	81	122.5	39	71	26	42	18	48	17	30	1	67	23	87	36
1959	1	25	28	29	48	22	25	98	10.5	17	26	6	23	23	25	11	15	3.9	25	32	30	12
1959	2	49	28	49	49	28	28	69	106.7	12	79	12	34	23	39	19	23	0	100	49	82	17
1959	3	104	106	89	64.6	72	67	252	160.7	46	118	52	43	35	139	30	41	3.9	116	77	129	21
1959	4	154	31	18	8	85	16	250	55.3	19	44	40	16	12	37	37	32	0	35	8	33	3
1959	5	71	11	24	1	73	5	150	5.3	0	2	4	1	78	11	15	30	10.7	5	14	18	11
1959	6	49	3	3	0	71	0	34	1.3	2	7	4	5	69	14	38	29	18.6	3	0	37	0
1959	7	39	8	0	0	67	0	2	0	10	0	6	7	55	16	53	112	23.4	0	0	2	0
1959	8	47	0	0	0	23	0	23	0	0	0	0	0	38	2	22	112	38.1	0	0	0	0
1959	9	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0
1959	10	49	10	6	0	36	0	19	13.2	12	6	2	7	30	21	28	38	5.9	4	0	16	0
1959	11	63	17	9	0	43	19	70	34.3	2	50	26	46	12	29	20	69	0	29	5	75	11
1959	12	41	31	16	37	13	12	179	84.3	24	38	21	23	17	63	19	15	0	44	19	76	26
1960	1	36	14	3	1	26	2	23	47.4	13	34	15	30	19	38	17	20	0	32	8	55	38
1960	2	22	35	6	6	36	15	103	63.2	25	37	25	29	19	40	18	21	0	67	14	51	19
1960	3	42	55	50	46	38	25	226	141	25	107	48	58	22	62	18	15	2	86	86	107	23
1960	4	98	15	27	45	45	17	159	56.7	1	53	42	11	24	19	50	19	0	63	57	58	39
1960	5	199	71	27	33	225	2	13	122.5	33	48	69	28	112	123	54	95	23.4	89	13	61	15
1960	6	38	16	0	0	78	0	40	0	2	0	0	8	47	3	44	34	32.2	0	0	4	0
1960	7	86	2	0	0	25	0	8	0	0	0	0	0	34	1	41	57	11.7	0	0	0	0
1960	8	3	0	0	0	4	0	3	0	0	0	0	0	0	0	16	2	0	0	0	0	0
1960	9	17	32	0	0	16	0	0	10.5	7	0	15	42	30	18	10	41	5.9	13	0	1	0
1960	10	50	23	0	2	25	0	47	11.9	9	3	7	5	6	16	7	31	0	13	0	9	0
1960	11	37	38	33	19	36	22	138	64.6	49	54	31	19	25	70	3	38	0	34	21	68	47
1960	12	31	5	3	3	13	2	172	5.3	4	10	20	4	7	2	10	6	0	4	0	31	1
1961	1	42	11	19	4	29	8	119	60.6	23	23	27	11	9	19	10	14	1	28	24	16	27
1961	2	37	11	5	13	26	6	129	29	0	11	12	15	3	18	4	4	0	12	14	31	4
1961	3	63	25	23	20	49	17	165	51.4	26	78	22	20	8	34	7	20	2	53	31	70	47
1961	4	109	51	44	83	58	39	126	162.1	10	68	21	13	17	34	15	40	4.9	95	82	78	30
1961	5	71	19	24	17	80	3	196	13.2	6	13	4	16	17	17	12	23	6.8	12	29	3	38
1961	6	105	29	2	0	37	1	9	11.9	3	0	0	4	11	6	37	35	25.4	12	0	8	0
1961	7	37	14	0	0	66	0	2	0	0	0	0	3	26	0	13	119	50.8	0	0	0	0
1961	8	35	8	0	0	41	0	0	0	6	0	0	6	16	11	10	83	19.5	0	0	0	0
1961	9	74	1	0	0	60	0	6	0	0	0	0	2	25	1	10	18	5.9	1	0	0	0
1961	10	61	26	1	0	41	0	67	13.2	13	5	3	0	15	32	26	27	0	7	9	16	1
1961	11	40	14	33	20	31	15	77	72.5	9	49	10	15	2	28	8	5	0	41	21	67	15
1961	12	15	12	2	2	19	16	39	55.3	1	27	6	1	5	8	0	20	0	40	1	34	26
1962	1	32	18	1	8	13	4	31	42.2	15	18	7	9	9	43	14	19	0	16	26	61	7
1962	2	8	16	27	17	16	15	66	79.1	14	17	15	6	11	40	3	0	0	24	22	27	24
1962	3	38	23	34	20	27	19	92	43.5	1	35	3	3	2	3	7	1	1	35	36	22	8
1962	4	49	83	95	35	96	18	78	64.6	18	53	17	57	24	56	3	41	6.8	39	36	49	30
1962	5	107	25.4	24	26	151	26	21	43.5	18	15	13	19	87	22	19	72	51.8	38	31	18	28
1962	6	93	30	9	1	68	0	18	25	6	5	2	5	67	10	17	74	30.3	6	1	18	0
1962	7	14	13	0	0	62	0	6	0	0	0	0	1	35	1	29	16	4.9	0	0	0	0
1962	8	6	4	0	0	23	0	12	0	0	0	0	0	16	1	1	38	11.7	0	0	0	0
1962	9	52	7	2	0	41	0	0	0	0	0	0	0	18	3	16	62	12.7	0	0	0	0
1962	10	44	34	30	23	25	2	33	64.6	6	22	9	7	20	9	2	14	1	41	12	40	1
1962	11	78	74	42	29	49	14	71	84.3	34	47	30	30	26	65	24	42	1	37	5	82	13
1962	12	27	30	12	26	14	8	60	88.3	13	42	9	17	5	44	6	2	0	46	16	79	9
1963	1	15	10	3	6	4	4	72	10.5	0	5	0	6	2	5	2	3	0	1	13	18	6
1963	2	41	30	23	17	21	17	68	55.3	19	60	25	30	23	20	5	24	1	61	9	57	36
1963	3	92	40	27	29	48	9	35	110.7	44	57	27	31	22	61	14	3	2.9	61	39	64	24
1963	4	161	72	25	25	100	2	162	30.3	25	55	41	46	39	51	23	83	2	47	71	80	53
1963	5	142	47	50	24	155	22	61	104.1	38	54.1	25	21	73	70	12	41	37.1	60	45	73	15
1963	6	79	35	7	0	125	0	27	5.3	8	3	3	7	46	28	23	54	14.6	4	0	25	0
1963	7	23	24	0	0	59	0	2	0	1	0	0	7	52	2	10	39	26.4	0	0	2	0
1963	8	40	13	0	0	30	0	0	0	1	0	0	5	21	0	8	91	45.9	0	0	6	0
1963	9	9	9	0	0	18	0	4	1.3	2	0	0	4	1	3	3	9	1	1	0	0	0
1963	10	99	23	9	3	43	0	91	19.8	17	4	14	7	25	43	10	47	12.7	6	9	20	0
1963	11	76	45	17	20	76	10	180	88.3	34	40	35	36	14	66	12	36	1	63	15	77	2
1963	12	39	41	34	56	22	26	167	69.8	19	91	5	51	11	22	12	9	0	48	22	70	15
1964	1	36	11	28	19	14	28	25	59.3	14	20	5	19	10	49	6	18	1	15	13	37	16
1964	2	42	28	29	36	32	8	83	93.5	53	46	46	55	27	65	9	21	1	68	52	48	31
1964	3	138	34	63	29	85	27	108	108	31	112	39	28	17	78	38	22	0	95	58	109	30
1964	4	146	51	106	68	92	47.8	222	234.5	24	124	39	17	62	53	47	72	5.9	129	67	96	61
1964	5	85	26	18	6	76	4	97	19.8	21	16	10	22	40	42	30	41	20.5	20	8	33	4
1964	6	54	42	2	0	64	0	39	2.6	6	2	15	9	51	17	3	66	37.1	1	0	4	0
1964	7	47	13	1	0	151	0	11	0	5	0	4	28	91	8	24	85	49.8	3	0	1	0
1964	8	35	0	0	0	14	0	21	0	1	0	0	1	22	1	10	58	14.6	0	0	0	0
1964	9	11	18	0	0	25	0	2	0	0	0	0	1	32	0	3	60	16.6	0	0	0	0
1964	10	18	0	3	0	32	0	42	0	0	0	0	0	0	3	1	10	0	0	2	0	0
1964	11	57	16	5	0	33	0	128	35.6	0	6	4	7	5	7	8	4	0	14	6	23	9
1964	12	40	22	22	9	23	10	179	42.2	2	23	1	10	3	11	11	8	1	34	11	26	18
1965	1	17	18	40	39	21	36	84	75.1	10	82	18	17	9	36	2	6	1	57	50	60	45
1965	2	42	38	13	16.6	17	9	102	63.2	22	72	21	23	5	48	5	5	0	46	17	64	32
1965	3	55	22	25	23	44	12	185	67.2	20	43	8	14	23	22	12	18	2.9	50	11	26	26
1965	4	75	4	1	1	50	6	163	64.6	5	46	16	7	49	20	20	26	4.9	67	12	26	22
1965	5	66	9	24	16.7	72	0	46	14.5	12	11	10	8	36	11	19	60	18.6	13	40	1	10
1965	6	53	8	6	0	93	0	15	0	5	0	1	1	65	16	10	39	22.5	2	0	1	0
1965	7	29	7	0	0	20	0	19	11.9	5	7	0	1	64	0	2	103	43.9	2	0	0	0
1965	8	32	6	0	0	27	0	0	2.6	4	2	4	1	19	12	13	33	3.9	0	0	4	0
1965	9	22	1	0	0	42	0	15	2.6	0	1	3	0	26	2	6	50	8.8	1	0	4	0
1965	10	72	49	39	5	84	0	4	90.9	39	25	30	27	12	47	14	17	9.8	37	9	73	0
1965	11	84	22	32	23	61	14	30	46.1	13	17	29	27	18	30	26	57	3.9	28	12	85	1
1965	12	10	4	9	41	4	14	35	10.5	2	10	2	0	0	8	0	2	0	7	16	7	8
1966	1	38	36	16	4	16	11	63	36.9	24	19	28	13	12	41	13	11	0	24	4	51	3
1966	2	50	45	54	10	46	14	81	47.4	40	29	29	16	28	64	6	13	0	33	26	31	29
1966	3	142	83	60	29	99	26	72	237.2	64	84	76	61	38	130	32	64	4.9	116	51	90	42
1966	4	50	25	65	26	108	8	60	30.3	14	17	14	12	35	45	4	32	7.8	23	46	21	4
1966	5	135	26	29	2	103	7	17	36.9	29	5	36	21	58	48	15	75	11.7	29	8	21	1
